iter	Passed	Remaining
303	1068	2445
304	1072	2442
305	1075	2439
306	1079	2436
307	1082	2432
308	1086	2429
309	1090	2427
310	1093	2423
311	1097	2419
312	1100	2415
313	1104	2412
314	1107	2409
315	1111	2405
316	1114	2401
317	1118	2397
318	1122	2395
319	1125	2392
320	1129	2388
321	1132	2384
322	1135	2380
323	1139	2377
324	1143	2373
325	1146	2370
326	1149	2365
327	1153	2362
328	1156	2359
329	1160	2355
330	1163	2352
331	1166	2347
332	1170	2345
333	1174	2341
334	1177	2338
335	1181	2333
336	1184	2330
337	1188	2327
338	1192	2324
339	1196	2322
340	1200	2319
341	1203	2316
342	1207	2312
343	1210	2308
344	1214	2305
345	1217	2301
346	1221	2298
347	1224	2294
348	1228	2291
349	1231	2287
350	1234	2283
351	1238	2279
352	1241	2275
353	1245	2273
354	1249	2269
355	1252	2265
356	1255	2261
357	1258	2257
358	1263	2255
359	1266	2251
360	1270	2248
361	1273	2244
362	1277	2241
363	1280	2238
364	1284	2234
365	1288	2231
366	1291	2227
367	1295	2224
368	1299	2221
369	1302	2218
370	1306	2214
371	1309	2210
372	1312	2206
373	1316	2203
374	1319	2199
375	1323	2196
376	1327	2193
377	1330	2189
378	1333	2185
379	1337	2182
380	1341	2179
381	1345	2176
382	1348	2172
383	1351	2168
384	1355	2165
385	1358	2161
386	1362	2158
387	1365	2153
388	1368	2150
389	1372	2146
390	1407	2192
391	1415	2195
392	1422	2196
393	1426	2194
394	1430	2190
395	1434	2188
396	1439	2185
397	1442	2182
398	1446	2179
399	1451	2176
400	1455	2173
401	1459	2171
402	1464	2168
403	1469	2167
404	1472	2163
405	1480	2165
406	1484	2162
407	1488	2160
408	1492	2157
409	1497	2154
410	1501	2151
411	1505	2148
412	1509	2145
413	1516	2145
414	1520	2143
415	1524	2140
416	1529	2138
417	1534	2136
418	1539	2135
419	1544	2132
420	1547	2128
421	1552	2126
422	1557	2124
423	1562	2122
424	1566	2119
425	1572	2118
426	1577	2116
427	1581	2114
428	1586	2111
429	1590	2108
430	1594	2104
431	1598	2101
432	1602	2098
433	1607	2096
434	1611	2093
435	1615	2090
436	1619	2087
437	1624	2084
438	1629	2081
439	1633	2079
440	1638	2076
441	1642	2073
442	1646	2070
443	1651	2067
444	1654	2064
445	1659	2061
446	1663	2058
447	1667	2054
448	1671	2051
449	1675	2048
450	1680	2045
451	1683	2041
452	1687	2037
453	1691	2034
454	1694	2030
455	1698	2026
456	1702	2022
457	1706	2019
458	1709	2015
459	1713	2011
460	1716	2007
461	1720	2003
462	1723	1999
463	1727	1995
464	1730	1991
465	1734	1987
466	1737	1983
467	1741	1979
468	1744	1975
469	1748	1971
470	1751	1967
471	1754	1963
472	1758	1958
473	1761	1955
474	1765	1951
475	1768	1947
476	1772	1943
477	1775	1939
478	1778	1934
479	1782	1931
480	1786	1927
481	1790	1923
482	1793	1919
483	1796	1915
484	1800	1911
485	1803	1907
486	1807	1904
487	1810	1900
488	1814	1896
489	1818	1892
490	1821	1888
491	1825	1884
492	1828	1880
493	1832	1877
494	1835	1872
495	1839	1869
496	1843	1865
497	1846	1861
498	1850	1857
499	1853	1853
500	1857	1850
501	1860	1845
502	1864	1842
503	1867	1838
504	1871	1834
505	1875	1830
506	1878	1826
507	1882	1822
508	1885	1818
509	1888	1814
510	1892	1810
511	1895	1806
512	1899	1802
513	1902	1798
514	1906	1795
515	1909	1790
516	1912	1786
517	1916	1783
518	1919	1779
519	1923	1775
520	1927	1772
521	1932	1769
522	1936	1765
523	1939	1762
524	1943	1758
525	1947	1755
526	1950	1751
527	1954	1747
528	1957	1743
529	1961	1739
530	1964	1735
531	1967	1731
532	1971	1727
533	1975	1723
534	1979	1720
535	1982	1716
536	1986	1712
537	1990	1708
538	1993	1704
539	1997	1701
540	2000	1697
541	2004	1693
542	2007	1689
543	2010	1685
544	2014	1681
545	2018	1678
546	2021	1674
547	2025	1670
548	2028	1666
549	2032	1662
550	2035	1658
551	2039	1655
552	2042	1651
553	2046	1647
554	2050	1644
555	2054	1640
556	2057	1636
557	2061	1632
558	2064	1628
559	2067	1624
560	2071	1620
561	2074	1616
562	2078	1613
563	2081	1609
564	2085	1605
565	2088	1601
566	2092	1597
567	2096	1594
568	2100	1590
569	2103	1587
570	2107	1583
571	2111	1579
572	2114	1576
573	2118	1572
574	2122	1568
575	2125	1564
576	2129	1561
577	2133	1557
578	2136	1553
579	2140	1549
580	2143	1545
581	2147	1542
582	2151	1538
583	2154	1534
584	2158	1530
585	2161	1527
586	2165	1523
587	2168	1519
588	2172	1515
589	2175	1512
590	2180	1508
591	2183	1504
592	2187	1501
593	2190	1497
594	2194	1493
595	2197	1489
596	2200	1485
597	2204	1482
598	2207	1478
599	2211	1474
600	2215	1470
601	2218	1466
602	2222	1462
603	2225	1459
604	2229	1455
605	2233	1451
606	2236	1448
607	2240	1444
608	2244	1440
609	2247	1436
610	2250	1433
611	2254	1429
612	2258	1425
613	2262	1422
614	2265	1418
615	2269	1414
616	2272	1410
617	2276	1407
618	2279	1403
619	2283	1399
620	2286	1395
621	2290	1391
622	2293	1388
623	2297	1384
624	2301	1380
625	2304	1376
626	2308	1373
627	2311	1369
628	2315	1365
629	2318	1361
630	2322	1358
631	2325	1354
632	2329	1350
633	2333	1346
634	2337	1343
635	2340	1339
636	2344	1335
637	2347	1332
638	2351	1328
639	2354	1324
640	2357	1320
641	2361	1316
642	2365	1313
643	2368	1309
644	2372	1305
645	2376	1302
646	2379	1298
647	2382	1294
648	2386	1290
649	2389	1286
650	2393	1283
651	2397	1279
652	2400	1275
653	2404	1272
654	2407	1268
655	2411	1264
656	2415	1260
657	2419	1257
658	2422	1253
659	2426	1250
660	2430	1246
661	2433	1242
662	2437	1238
663	2440	1234
664	2443	1231
665	2447	1227
666	2450	1223
667	2454	1219
668	2457	1215
669	2461	1212
670	2465	1208
671	2468	1205
672	2472	1201
673	2475	1197
674	2479	1193
675	2483	1190
676	2486	1186
677	2490	1182
678	2494	1179
679	2497	1175
680	2501	1171
681	2504	1167
682	2508	1164
683	2512	1160
684	2515	1156
685	2519	1153
686	2523	1149
687	2526	1145
688	2530	1142
689	2533	1138
690	2536	1134
691	2540	1130
692	2543	1126
693	2547	1123
694	2551	1119
695	2554	1115
696	2557	1111
697	2561	1108
698	2564	1104
699	2568	1100
700	2571	1096
701	2575	1093
702	2579	1089
703	2582	1085
704	2586	1082
705	2590	1078
706	2594	1075
707	2597	1071
708	2601	1067
709	2604	1063
710	2608	1060
711	2611	1056
712	2615	1052
713	2618	1048
714	2621	1045
715	2625	1041
716	2629	1037
717	2633	1034
718	2636	1030
719	2640	1026
720	2643	1023
721	2647	1019
722	2650	1015
723	2653	1011
724	2657	1008
725	2661	1004
726	2664	1000
727	2668	997
728	2671	993
729	2675	989
730	2679	985
731	2682	982
732	2686	978
733	2689	974
734	2693	971
735	2697	967
736	2701	963
737	2704	960
738	2708	956
739	2712	952
740	2715	949
741	2719	945
742	2723	941
743	2726	938
744	2730	934
745	2734	930
746	2737	927
747	2741	923
748	2744	919
749	2748	916
750	2751	912
751	2755	908
752	2759	905
753	2762	901
754	2765	897
755	2769	893
756	2773	890
757	2777	886
758	2781	883
759	2784	879
760	2788	875
761	2791	871
762	2795	868
763	2799	864
764	2802	860
765	2805	857
766	2809	853
767	2812	849
768	2816	846
769	2820	842
770	2823	838
771	2827	835
772	2831	831
773	2834	827
774	2837	823
775	2842	820
776	2845	816
777	2849	812
778	2852	809
779	2856	805
780	2859	801
781	2863	798
782	2866	794
783	2870	790
784	2874	787
785	2877	783
786	2881	779
787	2884	776
788	2888	772
789	2891	768
790	2895	764
791	2898	761
792	2902	757
793	2906	753
794	2910	750
795	2913	746
796	2917	743
797	2921	739
798	2924	735
799	2928	732
800	2931	728
801	2935	724
802	2939	721
803	2942	717
804	2946	713
805	2949	709
806	2952	706
807	2956	702
808	2960	698
809	2963	695
810	2967	691
811	2971	687
812	2974	684
813	2978	680
814	2981	676
815	2985	673
816	2989	669
817	2992	665
818	2996	662
819	2999	658
820	3003	654
821	3007	651
822	3011	647
823	3014	643
824	3018	640
825	3021	636
826	3025	632
827	3029	629
828	3033	625
829	3037	622
830	3040	618
831	3044	614
832	3047	610
833	3050	607
834	3054	603
835	3057	599
836	3061	596
837	3064	592
838	3068	588
839	3071	585
840	3075	581
841	3079	577
842	3082	574
843	3086	570
844	3090	566
845	3093	563
846	3097	559
847	3101	555
848	3104	552
849	3108	548
850	3112	544
851	3115	541
852	3118	537
853	3122	533
854	3125	530
855	3129	526
856	3133	522
857	3137	519
858	3140	515
859	3144	511
860	3147	508
861	3151	504
862	3154	500
863	3158	497
864	3162	493
865	3165	489
866	3169	486
867	3172	482
868	3176	478
869	3179	475
870	3183	471
871	3187	467
872	3190	464
873	3194	460
874	3197	456
875	3201	453
876	3204	449
877	3208	445
878	3211	442
879	3214	438
880	3218	434
881	3221	431
882	3225	427
883	3229	423
884	3232	420
885	3236	416
886	3239	412
887	3243	409
888	3246	405
889	3250	401
890	3254	398
891	3257	394
892	3261	390
893	3264	387
894	3268	383
895	3272	379
896	3276	376
897	3279	372
898	3283	368
899	3287	365
900	3290	361
901	3294	357
902	3297	354
903	3301	350
904	3304	346
905	3308	343
906	3311	339
907	3315	335
908	3319	332
909	3322	328
910	3326	324
911	3330	321
912	3333	317
913	3337	314
914	3341	310
915	3344	306
916	3348	303
917	3351	299
918	3355	295
919	3358	292
920	3362	288
921	3365	284
922	3369	281
923	3372	277
924	3376	273
925	3380	270
926	3383	266
927	3386	262
928	3390	259
929	3394	255
930	3397	251
931	3401	248
932	3405	244
933	3409	240
934	3412	237
935	3415	233
936	3419	229
937	3423	226
938	3426	222
939	3430	218
940	3434	215
941	3437	211
942	3441	207
943	3444	204
944	3447	200
945	3451	197
946	3454	193
947	3458	189
948	3461	186
949	3465	182
950	3469	178
951	3472	175
952	3476	171
953	3480	167
954	3483	164
955	3487	160
956	3491	156
957	3494	153
958	3498	149
959	3501	145
960	3504	142
961	3508	138
962	3511	134
963	3515	131
964	3518	127
965	3522	123
966	3525	120
967	3528	116
968	3532	113
969	3536	109
970	3540	105
971	3544	102
972	3547	98
973	3551	94
974	3554	91
975	3558	87
976	3562	83
977	3566	80
978	3570	76
979	3573	72
980	3577	69
981	3581	65
982	3584	61
983	3588	58
984	3592	54
985	3595	51
986	3599	47
987	3602	43
988	3606	40
989	3609	36
990	3613	32
991	3617	29
992	3621	25
993	3625	21
994	3628	18
995	3632	14
996	3636	10
997	3639	7
998	3643	3
999	3647	0
