iter	Logloss
118	0.3342980929
119	0.3336679818
120	0.3332074823
121	0.3326960515
122	0.3321223967
123	0.3299298838
124	0.329481315
125	0.329025117
126	0.3285448321
127	0.327977398
128	0.3275588171
129	0.3258022079
130	0.3240420706
131	0.3226196408
132	0.3222201134
133	0.3208157779
134	0.3201811023
135	0.3186242967
136	0.3179137892
137	0.3174927288
138	0.3170206974
139	0.316504317
140	0.3160089768
141	0.3156388565
142	0.3151947268
143	0.313871864
144	0.3129270664
145	0.3124846128
146	0.3120665176
147	0.311066012
148	0.3105785716
149	0.310207576
150	0.3098588921
151	0.3094996405
152	0.3086072275
153	0.308244077
154	0.3079047868
155	0.3074701255
156	0.3071662796
157	0.3065864327
158	0.3061933637
159	0.3058577561
160	0.3055595329
161	0.3052163412
162	0.3048423386
163	0.3045745977
164	0.3041576467
165	0.3037953509
166	0.3034584726
167	0.3028987191
168	0.3021170881
169	0.3017475734
170	0.301239882
171	0.3009326354
172	0.300475783
173	0.3001070679
174	0.2991169961
175	0.298060697
176	0.2977240042
177	0.2971604739
178	0.2968743909
179	0.2964569648
180	0.2961517524
181	0.2954724776
182	0.2950507804
183	0.2947775598
184	0.2944413836
185	0.2940469326
186	0.2936282153
187	0.2933184038
188	0.2927580495
189	0.2923765095
190	0.2920991387
191	0.2918999978
192	0.2915981578
193	0.2913154344
194	0.2909668619
195	0.2896542298
196	0.2881164334
197	0.287687058
198	0.2873919246
199	0.287196904
200	0.286878115
201	0.2858538691
202	0.2855847088
203	0.284480452
204	0.2827154939
205	0.2824128424
206	0.2819025739
207	0.2815861541
208	0.280251461
209	0.279832722
210	0.2794949676
211	0.2791498771
212	0.278933684
213	0.2786554574
214	0.2778717554
215	0.2776159504
216	0.2766756012
217	0.2764139309
218	0.2761355709
219	0.2750398773
220	0.2746933335
221	0.273848147
222	0.2735701696
223	0.2732941753
224	0.2730264429
225	0.2726478935
226	0.2722853602
227	0.2720044425
228	0.2717506059
229	0.2715214566
230	0.2712021843
231	0.2708643407
232	0.2706090853
233	0.2691679296
234	0.2689587836
235	0.2686761766
236	0.268454073
237	0.2680072035
238	0.2677679495
239	0.2675336147
240	0.267236679
241	0.2668268954
242	0.2665741914
243	0.2660494427
244	0.2656322726
245	0.2653777623
246	0.2651333989
247	0.2649267121
248	0.2646503849
249	0.2644630406
250	0.2642589395
251	0.2640325259
252	0.2637104107
253	0.263654553
254	0.2633219189
255	0.2629841075
256	0.2626885115
257	0.2625237869
258	0.2622743073
259	0.2619279058
260	0.261635875
261	0.2613518323
262	0.261149466
263	0.2608741226
264	0.2605751332
265	0.2602930432
266	0.2600768108
267	0.2598500272
268	0.2596016007
269	0.2584398446
270	0.2581873808
271	0.2578882554
272	0.2575806962
273	0.2573574823
274	0.2571562956
275	0.2569721533
276	0.2567581859
277	0.2565352137
278	0.2562994375
279	0.2562498509
280	0.2559168916
281	0.2553247571
282	0.2551627793
283	0.2548224737
284	0.2545413622
285	0.2543159317
286	0.2538200789
287	0.2535777244
288	0.2533582091
289	0.2530797551
290	0.2526551959
291	0.2524702279
292	0.252232371
293	0.2519615299
294	0.251778265
295	0.2516282002
296	0.2515082298
297	0.2512616736
298	0.2509438419
299	0.2505361517
300	0.250323142
301	0.2501450706
302	0.2498538688
303	0.2496815143
304	0.2495351397
305	0.2490988247
306	0.2488498212
307	0.2486782425
308	0.2483962173
309	0.2481236737
310	0.2479006382
311	0.2476881688
312	0.247443132
313	0.2471647703
314	0.2468895405
315	0.2466992199
316	0.2464600126
317	0.2462743881
318	0.2460554152
319	0.2458208808
320	0.2455605361
321	0.2445356842
322	0.2443175889
323	0.2441494642
324	0.2438073196
325	0.2435842068
326	0.2433266772
327	0.2431252969
328	0.2429074471
329	0.2427217824
330	0.2424581126
331	0.2422468003
332	0.2412922099
333	0.241062581
334	0.2407173218
335	0.2405011357
336	0.2402898583
337	0.2400675247
338	0.2397958963
339	0.2396273365
340	0.2393222777
341	0.2386984271
342	0.2384634825
343	0.238215817
344	0.2380180243
345	0.2376600905
346	0.2375379495
347	0.2373204655
348	0.236657765
349	0.236436521
350	0.2362129489
351	0.2359545096
352	0.2357435994
353	0.2354680256
354	0.2352715472
355	0.2350659236
356	0.2347055882
357	0.2345983405
358	0.2342499167
359	0.2340846824
360	0.2339021626
361	0.2336896068
362	0.233305144
363	0.2331617609
364	0.2330273837
365	0.2329580499
366	0.2327632513
367	0.2325537618
368	0.2322996497
369	0.2321470814
370	0.2321148838
371	0.2318856765
372	0.2316818645
373	0.2314431021
374	0.2312694706
375	0.2310983041
376	0.2310038236
377	0.2307788053
378	0.2306043267
379	0.2304441314
380	0.2299898572
381	0.2297861873
382	0.2296302937
383	0.2294273857
384	0.2292249652
385	0.2290601962
386	0.2288786114
387	0.2287611777
388	0.2285608285
389	0.22836729
390	0.2281525013
391	0.2274732777
392	0.2271993789
393	0.2270371599
394	0.2268772458
395	0.226613952
396	0.2264178113
397	0.2262230934
398	0.2260960573
399	0.2258063557
400	0.2255693149
401	0.2251427095
402	0.2248644041
403	0.2246671396
404	0.2243145973
405	0.2241478988
406	0.2238797287
407	0.2236275674
408	0.2234504966
409	0.2232686706
410	0.2230809814
411	0.222939942
412	0.2226856299
413	0.2224448839
414	0.2222645475
415	0.2221076182
416	0.2219564018
417	0.2218072061
418	0.2215579768
419	0.221390129
420	0.2209901393
421	0.2207335924
422	0.2205474215
423	0.2203876524
424	0.2201611002
425	0.2199948115
426	0.2198956875
427	0.219710755
428	0.2195729214
429	0.2193766953
430	0.2192095155
431	0.2190117993
432	0.2189229512
433	0.2187885691
434	0.2186647467
435	0.2185753125
436	0.2184384816
437	0.2181355661
438	0.2179497471
439	0.2177848009
440	0.2175981517
441	0.2175151599
442	0.2173418253
443	0.2171750313
444	0.2170063276
445	0.2167736217
446	0.2166220307
447	0.2165186936
448	0.2164062796
449	0.2162172436
450	0.2160927942
451	0.2158243028
452	0.2156482514
453	0.2155134217
454	0.2154163664
455	0.2151772638
456	0.214919774
457	0.2147636247
458	0.2146464905
459	0.2143902981
460	0.2142490268
461	0.2141243055
462	0.213782917
463	0.2136133802
464	0.2134816483
465	0.21330061
466	0.213134732
467	0.212959252
468	0.2128679394
469	0.2126399527
470	0.2125093302
471	0.2123755794
472	0.2123028258
473	0.2120622423
474	0.2118898581
475	0.2116928435
476	0.2115397473
477	0.2114170448
478	0.2112492916
479	0.2110780486
480	0.210933731
481	0.2107156555
482	0.2105192052
483	0.2104170744
484	0.2102163088
485	0.2097471319
486	0.2094500725
487	0.2092064327
488	0.2090365294
489	0.2089496312
490	0.2087897483
491	0.2086223963
492	0.208443504
493	0.2083115822
494	0.2081144763
495	0.2079817421
496	0.2078062567
497	0.2074506963
498	0.2072382455
499	0.2071177756
500	0.2069401275
501	0.2067596262
502	0.2066230744
503	0.2064647197
504	0.2063034417
505	0.2061897606
506	0.2060364782
507	0.2057486809
508	0.2055756177
509	0.2053748856
510	0.2052377887
511	0.2051506382
512	0.2049793396
513	0.2048750007
514	0.2047476174
515	0.2045888248
516	0.204458719
517	0.2043148812
518	0.2041810154
519	0.203909336
520	0.203807948
521	0.2034955254
522	0.2033435714
523	0.2031940903
524	0.2030343341
525	0.2028729268
526	0.2027016398
527	0.2025844202
528	0.2023883862
529	0.2021921507
530	0.2020508331
531	0.2019093314
532	0.2017058871
533	0.2015154289
534	0.2013067768
535	0.2011999232
536	0.2011175819
537	0.200858827
538	0.200738571
539	0.2005452947
540	0.2004243403
541	0.2003277517
542	0.2001525948
543	0.1999793359
544	0.1998364231
545	0.1997310018
546	0.199532624
547	0.1994188009
548	0.1992424354
549	0.1990797081
550	0.1989986645
551	0.1988333356
552	0.1987521028
553	0.1985598994
554	0.1983977315
555	0.1981882532
556	0.1980823266
557	0.1979001268
558	0.1977896178
559	0.1976629992
560	0.1975353824
561	0.1973553904
562	0.1972704652
563	0.1971321572
564	0.1970055265
565	0.1969019695
566	0.1967532686
567	0.1965469075
568	0.196437592
569	0.1962885798
570	0.1961226776
571	0.1960055326
572	0.1958699523
573	0.1956885782
574	0.1956031349
575	0.1954556313
576	0.1952534665
577	0.1951336489
578	0.1950248327
579	0.1948620335
580	0.1947422817
581	0.1946110846
582	0.1944126518
583	0.1941634723
584	0.1940307395
585	0.1938421913
586	0.1936361134
587	0.1934518102
588	0.1933967124
589	0.1932723949
590	0.1930693307
591	0.1929844772
592	0.1927771932
593	0.1926526282
594	0.1925035562
595	0.1924124323
596	0.1923093852
597	0.1921252322
598	0.1919444323
599	0.1917946715
600	0.1916848044
601	0.1915490547
602	0.1914580799
603	0.1913341344
604	0.1912089667
605	0.1910670049
606	0.1909023949
607	0.1907275391
608	0.1905670193
609	0.1904614684
610	0.1903401107
611	0.1902205488
612	0.1899928232
613	0.189869567
614	0.1897359058
615	0.1895148106
616	0.1893900401
617	0.1892963526
618	0.1891960776
619	0.1890564767
620	0.1889575511
621	0.1887665115
622	0.1886390801
623	0.1885403081
624	0.1883129075
625	0.1882177967
626	0.1881113945
627	0.1880426501
628	0.1879021453
629	0.1877715601
630	0.1875986192
631	0.1874508516
632	0.1872825165
633	0.1871617828
634	0.1870765759
635	0.1868938125
636	0.1867600796
637	0.1866063851
638	0.1865125495
639	0.1863278554
640	0.1861708199
641	0.186050534
642	0.1858421685
643	0.1857130539
644	0.185595533
645	0.1854074151
646	0.1853004808
647	0.1850976533
648	0.1849893739
649	0.1848709656
650	0.1847636473
651	0.1846204224
652	0.1844997795
653	0.1843301523
654	0.184112
655	0.1839014692
656	0.1837993104
657	0.1836653307
658	0.1834466146
659	0.1833784124
660	0.1833127431
661	0.1831798156
662	0.1830139664
663	0.1828704096
664	0.1828101093
665	0.1826666192
666	0.182501826
667	0.1823146494
668	0.1822621421
669	0.1821153453
670	0.1819369691
671	0.1817907179
672	0.1816165558
673	0.1814677365
674	0.1813376823
675	0.1812009802
676	0.1810543273
677	0.1808834533
678	0.1807612119
679	0.1806386211
680	0.18053833
681	0.1804316331
682	0.1803092227
683	0.1801483509
684	0.1799753011
685	0.1798861117
686	0.1797634432
687	0.1796076447
688	0.1794778445
689	0.1794228942
690	0.1793626599
691	0.1792834997
692	0.1791621939
693	0.1790563954
694	0.1789260774
695	0.1788098504
696	0.1787093762
697	0.1785283683
698	0.1784224541
699	0.178273215
700	0.1781362886
701	0.1779417445
702	0.1778455908
703	0.177763575
704	0.1776355242
705	0.1775574603
706	0.1774347776
707	0.1772693563
708	0.1771664323
709	0.1770031054
710	0.1768640998
711	0.176719068
712	0.1766023953
713	0.1764820522
714	0.1763744591
715	0.1762815272
716	0.1761052427
717	0.1758331584
718	0.1756855208
719	0.1755633611
720	0.1754263467
721	0.1753479692
722	0.1752346739
723	0.1751077519
724	0.1750098765
725	0.1749041051
726	0.1748437826
727	0.1746703471
728	0.1745759121
729	0.1744170451
730	0.1742397864
731	0.174105915
732	0.17384064
733	0.1737090715
734	0.1735679623
735	0.1734221908
736	0.1732877965
737	0.1732391856
738	0.1731463228
739	0.1730061608
740	0.1729027233
741	0.1727538418
742	0.1726339738
743	0.1725472937
744	0.1724213335
745	0.1723005813
746	0.1722047591
747	0.1721117726
748	0.1720006618
749	0.1719335777
750	0.1718780682
751	0.1716969899
752	0.1715352815
753	0.1714587731
754	0.1713414947
755	0.1711940711
756	0.1710830869
757	0.1709092233
758	0.1708310409
759	0.1707088408
760	0.1706237932
761	0.170535349
762	0.170430113
763	0.1702689242
764	0.1702080062
765	0.1700946498
766	0.1698964274
767	0.1698012535
768	0.1696811969
769	0.1695432572
770	0.1694829339
771	0.1693181591
772	0.16918933
773	0.1690667919
774	0.1689410467
775	0.1688184799
776	0.1687254107
777	0.1686031716
778	0.1685199198
779	0.1683583898
780	0.1682883622
781	0.1681510181
782	0.1680331645
783	0.1679082081
784	0.167820202
785	0.1677248726
786	0.1676430518
787	0.1675670148
788	0.1673911454
789	0.1673147432
790	0.16720439
791	0.1670704332
792	0.1669210813
793	0.1668441905
794	0.1666931438
795	0.1665905512
796	0.1664860953
797	0.1663823572
798	0.166223139
799	0.1661634202
800	0.1660449046
801	0.1659502407
802	0.165789693
803	0.1656138541
804	0.1654789384
805	0.1654401058
806	0.16533665
807	0.1652828385
808	0.1651300418
809	0.1650441756
810	0.1648943519
811	0.1647932386
812	0.164680712
813	0.1645685068
814	0.1644829996
815	0.164344446
816	0.1642155692
817	0.1640881232
818	0.1639645316
819	0.1638279891
820	0.1636982873
821	0.1635639626
822	0.163419621
823	0.1633072153
824	0.1632365487
825	0.1631251766
826	0.1629843636
827	0.1628553766
828	0.1627699669
829	0.1627072403
830	0.1625884467
831	0.1624532472
832	0.1624150375
833	0.1622546639
834	0.162211627
835	0.1621006574
836	0.1620159233
837	0.1619323668
838	0.1618741333
839	0.1617614555
840	0.1616760663
841	0.1615036256
842	0.161382797
843	0.1612721791
844	0.1611576261
845	0.1610546163
846	0.1609596056
847	0.1608453375
848	0.160776668
849	0.1606887244
850	0.1605970084
851	0.1604802451
852	0.1602033289
853	0.1600999089
854	0.1599221988
855	0.1597629041
856	0.159599998
857	0.1595619652
858	0.159406879
859	0.1592926231
860	0.1591746589
861	0.1590621673
862	0.1589866371
863	0.1589229242
864	0.1588188778
865	0.158711515
866	0.1585450203
867	0.158415242
868	0.1582791962
869	0.1581377329
870	0.1580440316
871	0.1578925885
872	0.1577503295
873	0.1576717345
874	0.1575634623
875	0.1574708974
876	0.1573235065
877	0.157229328
878	0.1571180919
879	0.1569726039
880	0.1568343818
881	0.1567243891
882	0.1566176422
883	0.1565189491
884	0.1564448934
885	0.1563832615
886	0.1562875661
887	0.156128884
888	0.1560611205
889	0.1559702586
890	0.1558743539
891	0.1557414006
892	0.1555924054
893	0.1555061202
894	0.1553069756
895	0.1552051923
896	0.1550790316
897	0.1549977878
898	0.1549475955
899	0.1547847693
900	0.154660489
901	0.1545900009
902	0.1544585227
903	0.1543652742
904	0.154257388
905	0.154203746
906	0.1541300333
907	0.1540454211
908	0.1539417861
909	0.1537903924
910	0.1537063602
911	0.153564853
912	0.1534966966
913	0.1533941767
914	0.1533407907
915	0.1532359192
916	0.1531664567
917	0.1530273456
918	0.1529510578
919	0.1527741742
920	0.1526456214
921	0.1525492201
922	0.1524152086
923	0.1523044087
924	0.1521975091
925	0.152091819
926	0.1520546714
927	0.151939735
928	0.1517802202
929	0.1516084372
930	0.1515069672
931	0.1513830074
932	0.151273334
933	0.1511886789
934	0.1510837328
935	0.1510497812
936	0.1509549909
937	0.1507706034
938	0.1506566645
939	0.1506067112
940	0.1505148347
941	0.1503697143
942	0.1502200419
943	0.1501126255
944	0.1500277746
945	0.149893234
946	0.1497760142
947	0.1496648412
948	0.1496112669
949	0.1495111566
950	0.1493792894
951	0.1492457071
952	0.149183123
953	0.1490711999
954	0.1489679976
955	0.1488479801
956	0.1487683571
957	0.1486696339
958	0.1485802327
959	0.1484779516
960	0.1483931369
961	0.1482928688
962	0.1482017636
963	0.1480803393
964	0.1480109482
965	0.1479625449
966	0.1478857276
967	0.1477346654
968	0.147560159
969	0.1474970234
970	0.1474050974
971	0.1472516357
972	0.1471481963
973	0.1470658085
974	0.1469599338
975	0.1468031727
976	0.1467013955
977	0.146600262
978	0.1464760455
979	0.1464025076
980	0.1462546379
981	0.1461918337
982	0.1461338803
983	0.1460289093
984	0.1458374377
985	0.1457170182
986	0.1455961598
987	0.1454638024
988	0.1453586829
989	0.1453162813
990	0.1451949213
991	0.1451217198
992	0.1450497005
993	0.1449195448
994	0.1448492854
995	0.1447241179
996	0.1446011475
997	0.1444709606
998	0.1444197943
999	0.1443584663
